Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (kt)
Public Services and Procurement Canada,2015-16,fleet,1,Gasoline,10932.53,0.700618994
Transport Canada,2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",26232.98224,1.896706558
Transport Canada,2015-16,facilities,1,Liquified petroleum gas,2732.3084,0.166680528
Transport Canada,2015-16,facilities,1,natural gas,3055.846682,0.152313111
Transport Canada,2015-16,facilities,2,electricity,52204.926,0.235607561
Transport Canada,2015-16,fleet,1,aviation fuel,53304.2752,3.676608222
Transport Canada,2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",522954.7915,36.96290805
Transport Canada,2015-16,fleet,1,Fuels with renewable content,3142.641989,0.192054947
Transport Canada,2015-16,fleet,1,Gasoline,14242.66025,0.912751055
Agriculture and Agri-Food Canada,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",44854.1695,3.197193788
Agriculture and Agri-Food Canada,2016-17,facilities,1,Liquified petroleum gas,944.69575,0.0576298
Agriculture and Agri-Food Canada,2016-17,facilities,1,natural gas,509730.9019,25.40660821
Agriculture and Agri-Food Canada,2016-17,facilities,2,district energy,48153,3.996458235
Agriculture and Agri-Food Canada,2016-17,facilities,2,electricity,450200.7144,33.57605531
Agriculture and Agri-Food Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",33326.15076,2.327074888
Agriculture and Agri-Food Canada,2016-17,fleet,1,Fuels with renewable content,10630.82775,0.613153164
Agriculture and Agri-Food Canada,2016-17,fleet,1,Gasoline,32818.0874,2.103507739
Agriculture and Agri-Food Canada,2016-17,fleet,1,Liquified petroleum gas,3.348513,0.000203787
Canada Border Services Agency,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20256.8078,1.45631689
Canada Border Services Agency,2016-17,facilities,1,Liquified petroleum gas,2015.76433,0.122968792
Canada Border Services Agency,2016-17,facilities,1,natural gas,55528.88056,2.767735892
Canada Border Services Agency,2016-17,facilities,2,electricity,121035.7548,3.90703357
Canada Border Services Agency,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3185.89718,0.227164691
Canada Border Services Agency,2016-17,fleet,1,Fuels with renewable content,302.42472,0.018434208
Canada Border Services Agency,2016-17,fleet,1,Gasoline,59451.7,3.80999444
Canada Revenue Agency,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",513.84812,0.036741536
Canada Revenue Agency,2016-17,fleet,1,Fuels with renewable content,9.334328,0.000127623
Canada Revenue Agency,2016-17,fleet,1,Gasoline,3120.72075,0.199993618
Employment and Social Development Canada,2016-17,fleet,1,Fuels with renewable content,8.170418,0.000501011
Employment and Social Development Canada,2016-17,fleet,1,Gasoline,4962.1705,0.318004241
Environment and Climate Change Canada,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",25419.31934,1.85833144
Environment and Climate Change Canada,2016-17,facilities,1,Liquified petroleum gas,1546.514246,0.094342868
Environment and Climate Change Canada,2016-17,facilities,1,natural gas,154045.8175,7.678133142
Environment and Climate Change Canada,2016-17,facilities,2,electricity,130634.8992,3.249682926
Environment and Climate Change Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10179.5777,0.724944744
Environment and Climate Change Canada,2016-17,fleet,1,Fuels with renewable content,907.309174,0.055636327
Environment and Climate Change Canada,2016-17,fleet,1,Gasoline,40300.88825,2.583057294
Environment and Climate Change Canada,2016-17,fleet,1,Liquified petroleum gas,2.58162,0.000157115
Fisheries and Oceans Canada,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",36697.1054,2.618382166
Fisheries and Oceans Canada,2016-17,facilities,1,Liquified petroleum gas,11929.18513,0.727722712
Fisheries and Oceans Canada,2016-17,facilities,1,natural gas,99249.55689,4.946913356
Fisheries and Oceans Canada,2016-17,facilities,2,district energy,20806.4175,1.227578633
Fisheries and Oceans Canada,2016-17,facilities,2,electricity,251268.264,11.71991938
Fisheries and Oceans Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22743.4592,1.62621909
Fisheries and Oceans Canada,2016-17,fleet,1,Fuels with renewable content,949.32081,0.055331392
Fisheries and Oceans Canada,2016-17,fleet,1,Gasoline,72382.345,4.638674281
Fisheries and Oceans Canada,2016-17,fleet,1,Liquified petroleum gas,17.74231,0.001079778
Health Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",315.402798,0.022552157
Health Canada,2016-17,fleet,1,Fuels with renewable content,987.824868,0.060573561
Health Canada,2016-17,fleet,1,Gasoline,31220.47355,2.000786348
"Immigration, Refugees and Citizenship Canada",2016-17,fleet,1,Gasoline,797.27305,0.051093813
Indigenous Services Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",16.56858,0.001184698
Indigenous Services Canada,2016-17,fleet,1,Fuels with renewable content,6.307252,8.62E-05
Indigenous Services Canada,2016-17,fleet,1,Gasoline,6277.2395,0.402281377
"Innovation, Science and Economic Development Canada",2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3741.7951,0.26754851
"Innovation, Science and Economic Development Canada",2016-17,fleet,1,Fuels with renewable content,307.43534,0.017601708
"Innovation, Science and Economic Development Canada",2016-17,fleet,1,Gasoline,12859.735,0.824125303
National Defence,2016-17,facilities,1,aviation fuel,295304.3786,20.08701442
National Defence,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",779304.9888,56.02733738
National Defence,2016-17,facilities,1,Liquified petroleum gas,57717.61757,3.52097991
National Defence,2016-17,facilities,1,natural gas,6160052.779,307.0366087
National Defence,2016-17,facilities,2,district energy,40048,3.32378376
National Defence,2016-17,facilities,2,electricity,3356466.294,214.5394523
National Defence,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",239558.6237,16.92778829
National Defence,2016-17,fleet,1,Fuels with renewable content,70769.15408,4.338279356
National Defence,2016-17,fleet,1,Gasoline,144622.205,9.268381765
National Defence,2016-17,fleet,1,Liquified petroleum gas,804.83269,0.048981272
Natural Resources Canada,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9943.933764,0.708354913
Natural Resources Canada,2016-17,facilities,1,Liquified petroleum gas,1224.097143,0.074674278
Natural Resources Canada,2016-17,facilities,1,natural gas,251727.3939,12.54689337
Natural Resources Canada,2016-17,facilities,2,district energy,13333.17879,1.090292792
Natural Resources Canada,2016-17,facilities,2,electricity,175843.1054,5.950634299
Natural Resources Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2461.944014,0.175442321
Natural Resources Canada,2016-17,fleet,1,Fuels with renewable content,183.098904,0.00943969
Natural Resources Canada,2016-17,fleet,1,Gasoline,8904.1785,0.570630639
Parks Canada,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",62288.05977,4.463952746
Parks Canada,2016-17,facilities,1,Liquified petroleum gas,41572.76477,2.53608648
Parks Canada,2016-17,facilities,1,natural gas,75749.05626,3.775573714
Parks Canada,2016-17,facilities,2,electricity,172049.231,10.10241105
Parks Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",82462.62839,5.794998498
Parks Canada,2016-17,fleet,1,Fuels with renewable content,24235.68932,1.486135905
Parks Canada,2016-17,fleet,1,Gasoline,80608.29628,5.165840245
Parks Canada,2016-17,fleet,1,Liquified petroleum gas,471.116008,0.028671625
Parks Canada,2016-17,fleet,1,Natural gas,0.00191178,1.09E-07
Public Services and Procurement Canada,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",63064.96427,4.48931524
Public Services and Procurement Canada,2016-17,facilities,1,Liquified petroleum gas,9416.595763,0.574445826
Public Services and Procurement Canada,2016-17,facilities,1,natural gas,1072775.296,53.47053029
Public Services and Procurement Canada,2016-17,facilities,2,district energy,815928.2897,56.95329473
Public Services and Procurement Canada,2016-17,facilities,2,electricity,2899654.445,41.42649214
Public Services and Procurement Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3099.6573,0.221633914
Public Services and Procurement Canada,2016-17,fleet,1,Gasoline,10243.03,0.656431894
Transport Canada,2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",28628.61666,2.0669513
Transport Canada,2016-17,facilities,1,Liquified petroleum gas,2941.30041,0.179429784
Transport Canada,2016-17,facilities,1,natural gas,3956.823693,0.197220669
Transport Canada,2016-17,facilities,2,electricity,54750.8856,0.144448068
Transport Canada,2016-17,fleet,1,aviation fuel,56735.1268,3.913247726
Transport Canada,2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",651656.311,46.02338265
Transport Canada,2016-17,fleet,1,Fuels with renewable content,5873.081895,0.354751308
Transport Canada,2016-17,fleet,1,Gasoline,25784.40024,1.652512455
Agriculture and Agri-Food Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1983.518696,0.139261339
Agriculture and Agri-Food Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",42144.78536,3.000039164
Agriculture and Agri-Food Canada,2017-18,facilities,1,liquified petroleum gas,766.5640368,0.046771986
Agriculture and Agri-Food Canada,2017-18,facilities,1,natural gas,521860.5877,26.04414494
Agriculture and Agri-Food Canada,2017-18,facilities,2,district heating,50899.99939,4.302212662
Agriculture and Agri-Food Canada,2017-18,facilities,2,electricity,436433.7028,28.70500925
Agriculture and Agri-Food Canada,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24827.16467,1.750614532
Agriculture and Agri-Food Canada,2017-18,fleet,1,fuels with renewable content,3417.590193,0.230540081
Agriculture and Agri-Food Canada,2017-18,fleet,1,fuels with renewable content,4229.253928,0.26976931
Agriculture and Agri-Food Canada,2017-18,fleet,1,gasoline,32030.16219,2.129898011
Agriculture and Agri-Food Canada,2017-18,fleet,1,liquified petroleum gas,11.44265062,0.000696388
Canada Border Services Agency,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",5854.704787,0.411054482
Canada Border Services Agency,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10399.66889,0.740291027
Canada Border Services Agency,2017-18,facilities,1,liquified petroleum gas,3439.368148,0.209853373
Canada Border Services Agency,2017-18,facilities,1,natural gas,60577.7083,3.024788893
Canada Border Services Agency,2017-18,facilities,2,electricity,117646.1782,3.167851272
Canada Border Services Agency,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2807.848953,0.20076886
Canada Border Services Agency,2017-18,fleet,1,fuels with renewable content,90.45794344,0.001271629
Canada Border Services Agency,2017-18,fleet,1,fuels with renewable content,175.6699438,0.01039071
Canada Border Services Agency,2017-18,fleet,1,gasoline,57933.91745,3.834819969
Canada Border Services Agency,2017-18,fleet,1,liquified petroleum gas,5.188550562,0.00031577
Canada Revenue Agency,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",304.5731178,0.021777797
Canada Revenue Agency,2017-18,fleet,1,fuels with renewable content,3.653493285,0.000225085
Canada Revenue Agency,2017-18,fleet,1,fuels with renewable content,26.05674648,0.001784346
Canada Revenue Agency,2017-18,fleet,1,gasoline,2974.860304,0.196914527
Canadian Space Agency,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",379.0812826,0.026615017
Canadian Space Agency,2017-18,facilities,1,liquified petroleum gas,54.48135066,0.003324186
Canadian Space Agency,2017-18,facilities,1,natural gas,21939.80048,1.088182898
Canadian Space Agency,2017-18,facilities,2,electricity,54576.89321,0.120917936
Canadian Space Agency,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",105.7741122,0.007425933
Canadian Space Agency,2017-18,fleet,1,gasoline,303.5339371,0.020298918
Correctional Service Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",13173.31965,0.924888879
Correctional Service Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",64105.74694,4.56331002
Correctional Service Canada,2017-18,facilities,1,liquified petroleum gas,8941.710006,0.545579264
Correctional Service Canada,2017-18,facilities,1,natural gas,1456997.152,72.5032225
Correctional Service Canada,2017-18,facilities,2,electricity,759850.2964,37.63272221
Correctional Service Canada,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1736.575546,0.124169896
Correctional Service Canada,2017-18,fleet,1,fuels with renewable content,134.1059351,0.008262009
Correctional Service Canada,2017-18,fleet,1,fuels with renewable content,248.263689,0.0170009
Correctional Service Canada,2017-18,fleet,1,gasoline,36097.65552,2.389408325
Correctional Service Canada,2017-18,fleet,1,liquified petroleum gas,1.025054507,6.24E-05
Crown-Indigenous Relations and Northern Affairs Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11740.0757,0.835707023
Crown-Indigenous Relations and Northern Affairs Canada,2017-18,facilities,2,electricity,3520.60971,0.704121762
Employment and Social Development Canada,2017-18,fleet,1,fuels with renewable content,1.174942218,7.24E-05
Employment and Social Development Canada,2017-18,fleet,1,gasoline,4861.648438,0.321806604
Environment and Climate Change Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",31.34256482,0.002231092
Environment and Climate Change Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",26537.27831,1.939870914
Environment and Climate Change Canada,2017-18,facilities,1,liquified petroleum gas,1669.708231,0.099357248
Environment and Climate Change Canada,2017-18,facilities,1,natural gas,153978.1104,7.606640826
Environment and Climate Change Canada,2017-18,facilities,2,electricity,127024.9248,2.905840654
Environment and Climate Change Canada,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10173.81567,0.727178416
Environment and Climate Change Canada,2017-18,fleet,1,fuels with renewable content,0.683369804,9.61E-06
Environment and Climate Change Canada,2017-18,fleet,1,fuels with renewable content,80.07214341,0.00496086
Environment and Climate Change Canada,2017-18,fleet,1,fuels with renewable content,644.3710508,0.044125092
Environment and Climate Change Canada,2017-18,fleet,1,gasoline,36257.3035,2.408788627
Fisheries and Oceans Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",419.2623367,0.031316984
Fisheries and Oceans Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2971.084263,0.208597565
Fisheries and Oceans Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",34893.84023,2.483886427
Fisheries and Oceans Canada,2017-18,facilities,1,liquified petroleum gas,12971.95663,0.791485152
Fisheries and Oceans Canada,2017-18,facilities,1,natural gas,89885.69275,4.496739855
Fisheries and Oceans Canada,2017-18,facilities,2,district heating,22434.46423,1.323633965
Fisheries and Oceans Canada,2017-18,facilities,2,electricity,241133.8433,11.69096927
Fisheries and Oceans Canada,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22746.29218,1.626421772
Fisheries and Oceans Canada,2017-18,fleet,1,fuels with renewable content,86.13985185,0.005306911
Fisheries and Oceans Canada,2017-18,fleet,1,fuels with renewable content,837.4672294,0.049535355
Fisheries and Oceans Canada,2017-18,fleet,1,gasoline,78890.45983,5.221986282
Fisheries and Oceans Canada,2017-18,fleet,1,liquified petroleum gas,29.53676094,0.001797577
Fisheries and Oceans Canada,2017-18,fleet,1,natural gas,0.03451034,1.96E-06
Health Canada,2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",188.2599092,0.013368973
Health Canada,2017-18,facilities,1,natural gas,36386.54917,1.804723378
Health Canada,2017-18,facilities,2,district cooling,32161.68454,0.184741606
Health Canada,2017-18,facilities,2,district heating,10592.30298,1.072576709
Health Canada,2017-18,facilities,2,district heating,96727.43371,7.885220024
Health Canada,2017-18,facilities,2,electricity,81787.38649,0.366615974
Health Canada,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",248.949934,0.017800598
Health Canada,2017-18,fleet,1,fuels with renewable content,291.9069347,0.017983835
Health Canada,2017-18,fleet,1,gasoline,31727.40454,2.100126205
"Immigration, Refugees and Citizenship Canada",2017-18,fleet,1,gasoline,767.0145862,0.050770884
Indigenous Services Canada,2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",38.57384561,0.002758134
Indigenous Services Canada,2017-18,fleet,1,fuels with renewable content,6.676777706,9.39E-05
Indigenous Services Canada,2017-18,fleet,1,gasoline,6406.569192,0.424069275
"Innovation, Science and Economic Development Canada",2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3259.988739,0.233098059
"Innovation, Science and Economic Development Canada",2017-18,fleet,1,fuels with renewable content,66.55204773,0.003936487
"Innovation, Science and Economic Development Canada",2017-18,fleet,1,fuels with renewable content,144.1322279,0.008879711
